公告日期,標案名稱,土地標示,面積_㎡,房屋標示,面積_㎡,建物門牌,標售底標金額,得標價,後續處理
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,大安區瑞安段二小段915、917地號,3.84,大安區瑞安段二小段3663建號,47.04,臺北市大安區復興南路2段210巷10號,26431800,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5514建號(含3席機械停車位，5530建號，編號B4-8、B4-29、B4-30),251.67, 臺北市中山區新生北路2段47號3樓,55652100,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5481建號(含3席機械停車位，5530建號，編號B4-5、B4-6、B4-7),237.52, 臺北市中山區新生北路2段49號3樓,54771800,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5431建號(含2席機械停車位，5530建號，編號B4-1、B4-2),236.64, 臺北市中山區新生北路2段53-2號3樓,51701500,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,中山區吉林段四小段348、355地號,25.31,中山區吉林段四小段5464建號(含2席機械停車位，5530建號，編號B4-3、B4-4),251.68, 臺北市中山區新生北路2段53-3號3樓,52673400,─,再標售
1140919,公開標售本市大安區、文山區、中山區、南港區、士林區、北投區、信義區、中正區等19處市有不動產,中山區吉林段四小段348、354地號,63.41,中山區吉林段四小段5430建號、5448建號(含5席機械停車位，5530建號，編號B4-92、93、94、95、96)、5498建號(含5席機械停車位1席平面停車位，5530建號，編號B4-31、32、41(平面)、89、90、91),618.37, 臺北市中山區新生北路2段53號、53-1號3樓、51號3樓,121222900,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,大安區懷生段一小段951地號,15.43,大安區懷生段一小段4504建號(含1席平面停車位，4509建號，編號B1-57),91.39,臺北市大安區安東街35號9樓之6,47282300,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,大安區懷生段一小段951地號,15.29,大安區懷生段一小段4505建號(含1席平面停車位，4509建號，編號B1-58),91.39,臺北市大安區安東街35號10樓之6,47611800,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,大安區懷生段一小段951地號,15.43,大安區懷生段一小段4506建號(含1席平面停車位，4509建號，編號B1-59),91.39,臺北市大安區安東街35號11樓之6,48150500,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,中山區長安段二小段712、713地號,45.97,中山區長安段二小段4463建號(含1席平面停車位，4466建號，編號B2-21),299.33,臺北市中山區八德路2段146巷1弄6號5樓,89815900,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,中山區長安段二小段712、713地號,45.97,中山區長安段二小段4464建號(含1席平面停車位，4466建號，編號B2-22),299.33,臺北市中山區八德路2段146巷1弄8號5樓,89815900,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,北投區振興段四小段690地號,35.4,北投區振興段四小段42174建號(含1席平面停車位，42186建號，編號B4-10),243.31,臺北市北投區義理街29號10樓,75122400,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,北投區振興段四小段690地號,32.9,北投區振興段四小段42177建號(含1席平面停車位，42186建號，編號B4-9),227.38,臺北市北投區義理街29號11樓,71733100,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,信義區虎林段四小段942地號,36.15,臺北市信義區虎林段四小段3281建號、3273建號(含1席平面停車位，3326建號，編號B1-71),217.08,臺北市信義區永吉路225巷7弄7號3樓,70373800,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,中正區臨沂段二小段415、416地號,28.12,中正區臨沂段二小段2662建號(含1席平面停車位，2718建號，編號B4-84),376.85,臺北市中正區杭州南路1段53號18樓,145282500,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,中正區臨沂段二小段415、416地號,28.12,中正區臨沂段二小段2662建號(含1席平面停車位，2718建號，編號B4-85),376.85,臺北市中正區杭州南路1段53號19樓,146613100,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,大安區瑞安段二小段915、917地號,3.84,大安區瑞安段二小段3663建號,47.04,臺北市大安區復興南路2段210巷10號,26431800,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5514建號(含3席機械停車位，5530建號，編號B4-8、B4-29、B4-30),251.67,臺北市中山區新生北路2段47號3樓,55652100,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5481建號(含3席機械停車位，5530建號，編號B4-5、B4-6、B4-7),237.52,臺北市中山區新生北路2段49號3樓,54771800,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5431建號(含2席機械停車位，5530建號，編號B4-1、B4-2),236.64,臺北市中山區新生北路2段53-2號3樓,51701500,─,再標售
1141124,公開標售本市大安區、中山區、北投區、信義區、中正區等15處市有不動產,中山區吉林段四小段348、355地號,25.31,中山區吉林段四小段5464建號(含2席機械停車位，5530建號，編號B4-3、B4-4),251.68,臺北市中山區新生北路2段53-3號3樓,52673400,─,再標售
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,大安區懷生段一小段951地號,15.43,大安區懷生段一小段4504建號(含1席平面停車位，4509建號，編號B1-57),91.39,臺北市大安區安東街35號9樓之6,47282300,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,大安區懷生段一小段951地號,15.29,大安區懷生段一小段4505建號(含1席平面停車位，4509建號，編號B1-58),91.39,臺北市大安區安東街35號10樓之6,47611800,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,大安區懷生段一小段951地號,15.43,大安區懷生段一小段4506建號(含1席平面停車位，4509建號，編號B1-59),91.39,臺北市大安區安東街35號11樓之6,48150500,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,中山區長安段二小段712、713地號,45.97,中山區長安段二小段4463建號(含1席平面停車位，4466建號，編號B2-21),299.33,臺北市中山區八德路2段146巷1弄6號5樓,89815900,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,中山區長安段二小段712、713地號,45.97,中山區長安段二小段4464建號(含1席平面停車位，4466建號，編號B2-22),299.33,臺北市中山區八德路2段146巷1弄8號5樓,89815900,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,北投區振興段四小段690地號,35.4,北投區振興段四小段42174建號(含1席平面停車位，42186建號，編號B4-10),243.31,臺北市北投區義理街29號10樓,75122400,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,北投區振興段四小段690地號,32.9,北投區振興段四小段42177建號(含1席平面停車位，42186建號，編號B4-9),227.38,臺北市北投區義理街29號11樓,71733100,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,信義區虎林段四小段942地號,36.15,臺北市信義區虎林段四小段3281建號、3273建號(含1席平面停車位，3326建號，編號B1-71),217.08,臺北市信義區永吉路225巷7弄7號3樓,70373800,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,中正區臨沂段二小段415、416地號,28.12,中正區臨沂段二小段2662建號(含1席平面停車位，2718建號，編號B4-84),376.85,臺北市中正區杭州南路1段53號18樓,145282500,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,中正區臨沂段二小段415、416地號,28.12,中正區臨沂段二小段2662建號(含1席平面停車位，2718建號，編號B4-85),376.85,臺北市中正區杭州南路1段53號19樓,146613100,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,大安區瑞安段二小段915、917地號,3.84,大安區瑞安段二小段3663建號,47.04,臺北市大安區復興南路2段210巷10號,26431800,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,中山區吉林段四小段348、354地號,25.31,中山區吉林段四小段5514建號(含3席機械停車位，5530建號，編號B4-8、B4-29、B4-30),251.67,臺北市中山區新生北路2段47號3樓,55652100,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5481建號(含3席機械停車位，5530建號，編號B4-5、B4-6、B4-7),237.52,臺北市中山區新生北路2段49號3樓,54771800,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,中山區吉林段四小段348、354地號,22.5,中山區吉林段四小段5431建號(含2席機械停車位，5530建號，編號B4-1、B4-2),236.64,臺北市中山區新生北路2段53-2號3樓,51701500,─,招標中
1150424,信義房屋股份有限公司（下稱信義房屋）辦理臺北市政府財政局經管「大安區、中山區、北投區、信義區及中正區等15處都更分回市有不動產」115年第1次公開標售案,中山區吉林段四小段348、355地號,25.31,中山區吉林段四小段5464建號(含2席機械停車位，5530建號，編號B4-3、B4-4),251.68,臺北市中山區新生北路2段53-3號3樓,52673400,─,招標中
